W.T.F.,Redneck 22,Theeyy broke his jaw!
The F Word,Biker 5,"Hey- hey, nobody here is really paying attention to us."
The F Word,Lead Biker,"That's weird. [clears his throat and starts imitating a motorcycle engine. The other bikers follow suit, and a few of the patrons look at them] Oh yeah, that's better."
The F Word,Scene Description,"The diner's men's room. A biker approaches a urinal, unzips, and gets to work. He looks left, then he looks right, then he clears his throat and revs up with his voice until the patron at right looks at him. He turns to his left and does the same to the patron at left. That patron looks at him. Once he's sure both men are looking at him, he faces forward and finishes urinating."
The F Word,Scene Description,"The diner, outside. Its name is Ronny's Diner. The bikers stream out of there and get on their bikes."
The F Word,Lead Biker,All right let's head out. [the others agree and begin to rev their voices as they board their bikes.]
The F Word,Cartman,"[walking into view] Excuse me. Excuse me! Hey assholes! [the bikers quiet down, turn off their motors, and look at him] You guys know that everyone thinks you're total fags, right?"
The F Word,Lead Biker,...What did you say?
The F Word,Cartman,"You know, when people like you drive down the street with your unnecessarily loud motorcycles thinking you're all cool. Everyone is actually laughing at you and calling you pathetic faggots. You do realize this, right?"
The F Word,Biker 6,"...Hey man, we roll how we roll, and if people are annoyed or intimidated by it, that's too bad for them!"
The F Word,Biker 2,Yeah! [the bikers rev their voices again]
The F Word,Cartman,"No no, no, nobody is intimidated, actually. Everyone realizes that people who are so needy for attention they need to dress up and be as loud as possible are you guys and sixteen-year-old girls! Just wanted to let you know, you're fuckin' fags. [proceeds to walk past the line of bikes]"
The F Word,Biker 7,Thah- that little boy just called us fags.
The F Word,Biker 2,Like he didn't think we were cool.
The F Word,Biker 6,"But he's wrong. People don't think we're fags, do they?"
The F Word,Lead Biker,"'Course he's wrong! And anyway, nobody except that little freak would ever say something like it to our faces!"
The F Word,Other Bikers,Yeah! Let's ride! [they rev up their voices and their motors] Let's go! Rev 'em up! [they ride off]
The F Word,Scene Description,"Kyle's house, Ike's room, day. Ike is playing with a toy xylophone when the bikers go down his street. He puts the xylophone sticks to his ears to block out the noise, but that doesn't work. He goes to his window, lifts it up and yells."
The F Word,Ike,Fags! [then closes his window]
The F Word,Biker 2,Did that kid just call us-?
The F Word,Lead Biker,"Ju-just ignore him! [as they ride, a car pulls up in front of them. Two kids in the back seat turn and make gestures to them. One of the boys makes a sign, then turns it around. Both kids hold it up. It says ""FAGS."" One of them mouths the word and the boys laugh.] God damn it, this is fucked up!"
The F Word,Biker 8,What's wrong with kids today? [revs his voice a little]
The F Word,Scene Description,The desert. The lead biker is pretty bummed at the treatment the bikers have been getting.
The F Word,Biker 4,It doesn't make any sense. They all called us fags.
The F Word,Biker 6,"How can they call us fags? I mean, listen to this? [revs his motor up]"
The F Word,Lead Biker,"I know, I know! Look, guys, I think I know what the problem is here."
The F Word,Biker 3,Really? You do?
The F Word,Biker 9,Whatwhat?
The F Word,Lead Biker,"Yeah, think about it, guys. You see all the things kids have today? I mean, with their Xboxes and surround-sound entertainment systems, kids today are surrounded by big loud stuff all the time!"
The F Word,Biker 10,"Hey, that's right."
The F Word,Lead Biker,"That's all it is, guys. We just need to get a little louder, that's all. [revs up his voice and his bike, and the others follow suit.]"
The F Word,Scene Description,The neighborhood park. The boys are playing basketball.
The F Word,Kyle,Broflovski looks for Kenny to get clear for the pass.
The F Word,Cartman,But Cartman isn't letting up on him. [the bikers roll by and the boys stop playing]
The F Word,Kyle,"Oh, what the hell?! [the bikers roll by with a variety of musical instruments, a siren, and a rooster attached to their bikes, all of them making noise.]"
The F Word,Biker 6,Chicken spears! Chicken spears! Chicken spears! ...Chicken spears! Chicken spears!
The F Word,Stan,God damn it God damn it!
The F Word,Lead Biker,"Oh yeah, now we're turnin' some heads! [blows into one of the two horns on his handlebars]"
The F Word,Biker 2,Let's see 'em call us fags now!
The F Word,Scene Description,"Stan's house, later. The boys present in the living room are the four boys, Token, Jimmy, Clyde, and Butters."
The F Word,Stan,"All right, thanks for coming, everyone. As you all know, the Harley problem seems to be getting worse, and nobody is willing to do anything about it."
The F Word,Kyle,Yes.
The F Word,Cartman,Agreed.
The F Word,Jimmy,"I have had it with those loud, annoying, f-f-f f-faggots."
The F Word,Stan,"Now, we have some ideas, and we'd love to hear your ideas, and I think together we can- [the bikers roll by on Stan's street, then Stan sighs when they're gone] ...and I think that together we can come up with a way to get rid of these fags once and for all."
The F Word,Kyle,Sounds good.
The F Word,Jimmy,"Okay good, yeah."
The F Word,Cartman,"Ni-nice, okay."
The F Word,Butters,What are you guys talkin' about? Harleys are neato!
The F Word,Cartman,What?
The F Word,Butters,"I always thought, someday when I grow up I'm gonna get a Harley. Then people will have to notice me, and they'll have to deal with my shit for once. The open road! The wind on my face! I'll go from city to city! Rowrrowrroowwrr! Everyone lookin' at me! ""Who's that guy? He must be a Hoo- he must be tough!"" Vromvrom, vromvrom, vrooom! I'll have my girl on the back seat holdin' on to my fat belly - sure she's missin' a few teeth, but she thinks I'm coool. That's why, when I grow up, I'm gonna be a Harley rider!"
The F Word,Stan,"...That makes perfect sense, Butters."
The F Word,Butters,It does?
The F Word,Stan,"Yes, now get out of here."
The F Word,Butters,Okay. [walks out]
The F Word,Stan,"Alright, Kyle and I are gonna spray paint messages to the Harley riders; Cartman, you said you had an idea?"
The F Word,Cartman,"I think what I'm gonna do is uh, find out wherever their bikes are and uh, crap on their seats."
The F Word,Stan,[taking notes] Oh that's good.
The F Word,Cartman,"[taking notes] Yeah, I think that'll be nice."
The F Word,Stan,But that's a lot of seats? How are you going to pull that off?
The F Word,Cartman,"I think I just need uh two, maybe three buckets of KFC, extra crispy, probably ...four cartons of gravy."
The F Word,Stan,"Clyde, can you take care of getting KFC for Cartman? Kyle and I will get the spray paint cans. If we do this right, we'll be doing the town a huge favor, so let's get to it!"
The F Word,All,Yeah!
The F Word,Scene Description,"Ronny's diner, next morning. The bikers stream out of there and to their bikes."
The F Word,Lead Biker,Now that was a good breakfast.
The F Word,Biker 6,I'm full. [the bikers all rev their voices again and stand by their bikes...]
The F Word,Lead Biker,[sniffs] You guys smell that? Smells like that new famous bowl at KFC.
The F Word,Biker 6,"Ohh, OHHH! SOMEBODY TOOK A SHIT ON MY FUCKIN' HARLEY!!!"
The F Word,Biker 3,What?
The F Word,Biker 2,"Awwww, me too! I got shit all over my pants now! [another biker throws up on his Harley]"
The F Word,Biker 7,There's little flags stuck in the shit!
The F Word,Lead Biker,"[picks the flag off his Harley and reads it] ""You're fags."""
The F Word,Biker 11,You've gotta be kidding me!
The F Word,Lead Biker,"Come on, we'll find the bastards who did this! [the bikers wipe the crap off their bikes, rev their voices and their bikes, hop on, and ride off. They stop at an intersection and look up at a billboard. It's a Harley-Davidson billboard, and on it is spray-painted ""FAGS GET OUT."" They cross the intersection and continue down the road, stopping again when three buildings next to each other have the same message spray-painted on them.]"
The F Word,Biker 12,This can't be happening. [they continue riding]
The F Word,Scene Description,An alley. The boys reflect on their work.
The F Word,Stan,"Really nice work, guys."
The F Word,Kyle,Yeah. I think maybe everything is gonna be okay now.
The F Word,Scene Description,A sidewalk nearby. Big Gay Al and Mr. Slave walk down the sidewalk hand in hand.
The F Word,Big Gay Al,"And so I said to the guy, ""you really think I'm paying that much?"""
The F Word,Mr. Slave,"Heheh, oh Jesus Christ. [both men stop and gasp at what they see: the same three buildings the bikers just passed, and the message spray-painted on it] Oh my God."
The F Word,Big Gay Al,I thought we were past this.
The F Word,Scene Description,South Park Elementary School gym. The mayor and city officials as well as Principal Victoria and Counselor Mackey address the student body.
The F Word,Mayor McDaniels,"Students, I am here because of a very serious matter. This morning it was discovered that in several places all over town, somebody had spray-painted the words, ""Fags get out."" Many witnesses reported seeing children with spray paint. Now, if anybody knows anything about the kids who did this, you must come forward-"
The F Word,Cartman,That was us!
The F Word,Mayor McDaniels,...'Scuse me?
The F Word,Stan,"Yeah, we did that!"
The F Word,"Kyle, Kenny",Yeah!
The F Word,Mayor McDaniels,...Why would you write something like that and be proud of it?!
The F Word,Kyle,"W-well, 'cause we want all of those fags to get out of our town."
The F Word,Cartman,"Yeah, everyone hates those fags, right?"
The F Word,Other Kids,"Yeah, uh huh, I do, yep. [the students begin to murmur]"
The F Word,Mr. Mackey,"Now just what the heck is going on here?! This is not what we have taught you in this school! Kyle and Stan, you've always been tolerant of gay people!"
The F Word,Stan,Gay people?
The F Word,Kyle,We aren't talking about gay people.
The F Word,Mr. Mackey,You just admitted to spray-painting that they should get out of town!
The F Word,Stan,"Dude, why would we want gay people to get out of town?"
The F Word,Cartman,"Oh, they think we meant gay fags."
The F Word,Kyle,"Oh. Hey, that's not very nice, Mayor. Just because a person is gay doesn't mean he's a fag."
The F Word,Mayor McDaniels,"What?! You four boys, in my office, NOW!"
The F Word,Stan,Aw crap!
The F Word,Scene Description,"South Park Public Library, day. A row of motorcycles is at the front door."
The F Word,Lead Biker,"Faggot, often shortened to fag, has been used in the English language since the late sixteenth century. Its original meaning was ""an old or unpleasant woman""."
The F Word,Biker 2,That certainly don't apply to us.
The F Word,Lead Biker,"Faggot later was defined as a bundle of sticks. And in the nineteenth century, a faggot gatherer was someone who made a meager living gathering firewood."
The F Word,Biker 6,"Well they certainly ain't calling us fags 'cause we gather sticks; there's got to be more! [begins revving his voice. The other bikers begin revving theirs, and the librarian shushes them. The bikers tone down their revving.]"
The F Word,Biker 2,What's that part say there?
The F Word,Lead Biker,"Later, the term ""fag"" was defined as any awkward bundle to be carried, and was often used as an insult to the elderly, as in calling them ""baggage""."
The F Word,Biker 2,"Fag was used as an insult to women, then poor people, then old people?"
The F Word,Lead Biker,In the early 1900s the word became a pe-jo-ra-tive term against homosexuals and transgender people in the United States.
The F Word,Biker 10,"Well that word just keeps changing its meaning. What's it got to do with us? [begins revving his voice. The other bikers begin revving theirs, and the librarian shushes them again. The bikers tone down their revving.]"
The F Word,Scene Description,A courtroom. A panel of judges is interrogating the four boys.
The F Word,Judge 1,We are really trying to understand this. How is it that you boys think referring to gay people as fags in today's world is acceptable?
The F Word,Kyle,[exasperated] Because we're not referring to gay people! You can be gay and not be a fag.
The F Word,Stan,"Yeah, a lot of fags aren't gay."
The F Word,Judge 2,"I happen to be gay, boys. Do you think I'm a fag?"
The F Word,Stan,"Do you ride a big loud Harley and go up and down the streets, ruining everyone's nice time?"
The F Word,Judge 2,No.
The F Word,Stan,Then you're not a fag.
The F Word,Judge 1,So what if a guy is gay and rides a Harley?
The F Word,Cartman,"Then he's a gay fag. I mean, is this really this hard?"
The F Word,Stan,I don't know.
The F Word,Kenny,(This is fucking ridiculous.)
The F Word,Stan,"All right, look, you're driving in your car, okay? And you're waiting to make a left at a traffic signal. The light turns yellow, should be your turn to go, but the traffic coming at you just keeps coming. And even when the light turns red, a guy in a BMW runs the red light so you can't make your left turn. What goes through your mind?"
The F Word,Judge 3,"""Fag."""
The F Word,Stan,"Right. But you're not thinkin' ""Oh, he's a homosexual,"" you're thinkin' ""Oh, he's an inconsiderate douchebag like a Harley rider."""
The F Word,Judge 1,"This, this is, making insanely good sense to me."
The F Word,Judge 4,"Alright, how about this: What would you call a straight man who doesn't own a Harley, but likes them and might buy one someday?"
The F Word,Cartman,"You call them ""bike-curious""."
The F Word,Judge 1,"""Bike-cu-"""
The F Word,Stan,"""Bike-curious""! Don't you people keep up with today's lingo at all?!"
The F Word,Kenny,[puts his head in his hands out of frustration] (Jesus fucking Christ!)
The F Word,Scene Description,"The South Park Community Center, evening. Big Gay Al is holding a meeting there."
The F Word,Big Gay Al,"Fellow homosexuals, I believe we have an opportunity here to take a big step forward for our kind. We must acknowledge that the words ""fag"" and ""faggot"" are never going to disappear. They're simply too much fun for everyone to say. But we must realize that we are no longer the most hated people on the planet, and help the children change the meaning of the word to describe those annoying loud faggot Harley riders!"
The F Word,Mr. Slave,[clapping] Hear hear!
The F Word,Big Gay Al,"We should all be tolerant, but not with these fucking people! They really are faggots!"
The F Word,Mr. Slave,Yes Jesus yes!
The F Word,Scene Description,Channel Four News.
The F Word,Announcer,This is Channel 4 Evening News.
The F Word,News Anchor,"A new movement in South Park is bringing to question the word ""fag"". Gay groups are pointing out that the word no longer means to kids today what it meant just a few years ago."
The F Word,Field Reporter,"And what is your name, little boy?"
The F Word,Martin,Martin.
The F Word,Field Reporter,"Alright Martin, can you do me a favor? Could you point to the ""fag"" for me? [shows him a poster with two pictures on it - one of a biker, the other of of a man dressed in women's swimwear. The boy is unsure what to do] Just point to which one is the fag. [Martin finally steps up and points to the biker. The next clip is of the reporter asking a baby] All right now could you just point to the fag for me, little girl? Which one is a faggot? [holds up another poster with two different pictures on it - one of a biker, another of Liberace. The baby starts to lean to one side, and her mom moves her in that direction until the baby points to the biker.]"
The F Word,News Anchor,"[shown are the Mayor and her aides, and Big Gay Al and Mr. Slave] Sparked by this realization and persuaded by a gay advocate group, the Mayor signed a new city ordinance today making the word ""fag"" officially refer to annoying inconsiderate Harley riders. [next she's shown in front of City Hall with an aide and the four boys]"
The F Word,Field Reporter,[interviewing the bikers] How do you fags feel about the new city ordinance?
The F Word,Lead Biker,What did you say?
The F Word,Field Reporter,"Just asking you if you feel okay or displeased about the ordinance, fag."
The F Word,Lead Biker,"Hey you know what? If you call me fag in my face one more time, you'd better-"
The F Word,Field Reporter,I already did it twice.
The F Word,Lead Biker,"Well I think that- I think that you uh, you probably won't say it again."
The F Word,Field Reporter,I bet I do.
The F Word,Lead Biker,"Well okay, I-"
The F Word,Field Reporter,"Fag. [the lead biker throws a punch, knocking the reporter down and cutting off the video feed]"
The F Word,News Anchor,[Randy is shown watering his lawn] As more people in South Park adapt to the new meaning... [the bikers roll down Randy's street. He turns to see them]
The F Word,Randy,"Fags! [turns back to water his lawn. The bikers look at him and move on. Next, Father Maxi is shown holding a sign in front of his church: ""GOD HATES FAGS"" as the bikers pass by]"
The F Word,News Anchor,...more and more Harley riders are deciding to ride elsewhere.
The F Word,Scene Description,The neighborhood park. The boys are playing basketball again. Kenny takes a shot.
The F Word,Cartman,"Oh yeah, nice, Kenny. [Kenny gets the ball and throws it to Stan, who dribbles it a bit and gets ready to shoot]"
The F Word,Stan,"Isn't this awesome, you guys? I haven't seen a Harley for like three days."
The F Word,Kyle,I know. It's like we have the outdoors back again.
The F Word,Mayor McDaniels,[runs up to the boys] You four turd balls in my office NOW!
The F Word,Stan,Aw crap! [drops the basketball]
The F Word,Scene Description,"City Hall, the Mayor's office, day."
The F Word,Mayor McDaniels,You have got me in a lot of trouble! [turns on the TV]
The F Word,Another Mayor,"The fact of the matter is that ""fag"" is still defined in the dictionary as a pejorative term against homosexuals, and so you are still causing harm to gay people everywhere whether you mean it differently or not! The town of South Park and its mayor have once again shown themselves to be completely out of touch with the progressive world!"
The F Word,Mayor McDaniels,She's gaining support all over the country. I should have never listened to you!
The F Word,Kyle,"We're sorry, Mayor."
The F Word,Mayor McDaniels,"Oh, that's nice! You made our entire town look like gay-bashing redneck homophobes, but at least you're sorry!"
The F Word,Stan,We can fix this!
The F Word,Mayor McDaniels,HOW?!
The F Word,Stan,"That, that lady said it's because fag still means homosexual in the dictionary. So we just have to convince the dictionary people to change the definition."
The F Word,Cartman,"Hey, hey yeah. Then people would be free to call Harley riders fags all over the country."
The F Word,Scene Description,"The desert, day. The bikers are gathered there again revving their voices and their motorcycles."
The F Word,Lead Biker,"Now I don't know about you, but I think this town is starting a trend. And if we let them officially change the meaning of ""fag"" from gay people to us, then soon every town might. [the bikers rev up their voices and bikes] If we don't do anything, we can end up trying to fight e- [one biker continues to rev up his voice and bike] If we don't do anything, we c-... Hey Bartlett. Bartlett! [stands in front of him] I'm trying to talk, you fag! [Bartlett is stunned, as are the other bikers] Aw, see? Now they got us doin' it to ourselves! We gotta put a stop to this now! [the bikers rev up their voices and bikes] We're going to ride into that town and kick some fuckin' ass! [the bikers rev up their voices and bikes]"
The F Word,Scene Description,"City Hall, day. A stage has been set up. The four boys sit on the left side of the stage and the city seal takes up the center. People are taking pictures, an orchestra plays grandstand music leading into ""Pomp and Circumstance"". A banner over the stage reads: Welcome Dictionary Officiates."
The F Word,Field Reporter,"Excitement is in the air as the citizens of South Park amass to see if the word ""fag"" will officially be changed in the English dictionary. Four local boys will state their case to the head dictionary editor, and if they succeed, ""fag"" will officially refer to Harley riders nationwide."
The F Word,Big Gay Al,"You can do it, boys! We believe in you!"
The F Word,Field Reporter,"And Tom, it looks as though the dictionary officials have arrived. [three officials walk up the red carpet, one of them holding the dictionary on its own pillow.] Entering the scene now are the keepers of the current dictionary and of course, the dictionary's head editor, Mr. Emmanuel Lewis. [shown in a gown following the three men]"
The F Word,Cartman,"Emmanuel Lewis, huh?"
The F Word,Stan,"Ohh, it all makes sense now. [the four men walk onto the right side of the stage. The crowd cheers and claps]"
The F Word,Emmanuel Lewis,"To change... [the crowd falls silent] the definition of a word... is no trifling thing. I expect this proposal for changing the definition of the word ""fag"" to be both discerning and undisputable."
The F Word,Big Gay Al,"Come on boys, you can do it! [motorcycle engines are heard. A horde of bikers roars towards City Hall. Randy gets up and sounds the alarm]"
The F Word,Randy,"Look out, it's a bunch of pissed-off faggots! [everyone scatters as the bikers arrive and tear everything up. One of them throws a bottle bomb at a store, breaking a window and setting it on fire. A family nearby escapes injury. Three bikers ram their motorcycles into the stage]"
The F Word,Stan,There's fags everywhere!
The F Word,Kyle,"We gotta run! [the boys leave the stage quickly. A biker throws his chain towards the stage, catching Emmanuel Lewis by the right ankle and pulling him off the stage and down the street.]"
The F Word,Emmanuel Lewis,"WAAAH! What nefariousness is this?! Ogh! You obdurate beast! [as the town falls into chaos, the boys run into an alley, but find that it has a dead end. The bikers gather at the alley's entrance and the lead biker walks up to the boys. The other bikers get off their Harleys and follow]"
The F Word,Lead Biker,"[stops] Well well. Now, do you think we're fags?"
The F Word,Stan,"[backing up as far as he can] Yes. Yes, sir, you are total fags. [the other boys do as well]"
The F Word,Kyle,Yeah. You definitely made your point.
The F Word,Biker 13,"No! We rolled in, kicked ass, and took shit over! Is that what a fag does?!"
The F Word,Stan,"Yeah yeah, that's totally what a fag does."
The F Word,Lead Biker,"No, you're supposed to think we're not fags now!"
The F Word,Stan,But then why are you acting like such fags? I don't understand.
The F Word,Kyle,I don't either.
The F Word,Butters,"[voice only] That's because you guys never understood! [walks through the crowd of bikers and past the lead biker] You fellers never got what these people are really about! Freedom! Rebellion against the system! A living image of independence! Solid, defiant, and supremely cool, the biker is an All-American icon of resilient individuality and freedom."
The F Word,Biker 14,Who is this little fag?
The F Word,Butters,"I'm not a fag yet, sirruh but a but I am bike-c-curious."
The F Word,Biker 15,"That's it, let's kill them all!"
The F Word,Cartman,No! That'll just make you bigger fags!
The F Word,Big Gay Al,"[voice only] No one is killing anyone! [a sound of guns being cocked. The bikers turn to see who's at the alley entrance - Big Gay Al and his gay support group. One group member holds a sign - ""GAYS AGAINST FAGS""] We've had enough! You faggots get the hell out of our town!"
The F Word,Lead Biker,"[seeing no choice but to accept the word] All right everyone, all right. We are fags. Yeah, we're fags. We're total fags. And you know what? We like it."
The F Word,Biker 2,"Yeah, we like being fags."
The F Word,Lead Biker,"So go ahead, America. Whenever you pass by Harley riders like us, roll down your window, and yell ""Faggots!"" All you kids out there, when you see us, walk up to us, and say ""Hello, fags."" No, really, we want you to. At least we're cool enough to embrace who we are. Right guys?"
The F Word,Bikers,"That's right. You got it. Yeah. [more of this, followed by revving voices and motors]"
The F Word,Biker 6,"Come on, fags, let's roll out! [the bikers ride away. Emmanuel Lewis limps back onto the stage]"
The F Word,Stan,"...And that, Mister Editor, is why they are the true definition of fags."
The F Word,Emmanuel Lewis,"Let there be no perplexity: those individuals are the legitimate faggots. The definition shall be replaced. [everyone in town, even the homosexuals, cheer this change]"
The F Word,Stan,We did it! Yeah!
The F Word,Kyle,"Yeah! We did it, you guys! [he and Stan hug]"
The F Word,Cartman,"Oh it's over, it's finally over! [he and Kenny do a shoulder embrace. Stan walks up to the camera]"
The F Word,Stan,"Today, we've made history."
The F Word,Scene Description,"Fag (făg) n. 1. An extremely annoying, inconsiderate person most commonly associated with Harley riders. 2. A person who owns or frequently rides a Harley."
Dances with Smurfs,Scene Description,"South Park Elementary, start of the school day. The chimes play as the fourth grader class pays attention. The following is all voice-over:"
Dances with Smurfs,Gordon Stoltski,"Good morning South Park Elementary. These are the morning announcements, Parent-teacher conferences begin next Thursday. If you have not yet done so, please turn in your parents' requested time sheets by the end of fifth period today. [Kindergarten class is shown, with a female teacher] Lunch today will be a choice of chicken tostadas or spaghetti with a marninara sauce and side salad. [Fourth grade class is shown again.] Attention fourth graders: the fall registration for glee club starts tomorrow. Any interested students should fill out a- [a door is heard being kicked in] Whoa, what's going on?"
Dances with Smurfs,Intruder,I'll killl you! [the class pays closer attention] I swear to God I'll kill you!
Dances with Smurfs,Gordon Stoltski,Who are you?!
Dances with Smurfs,Intruder,I'm the man who's gonna put a bullet between your eyes!
Dances with Smurfs,Gordon Stoltski,Hey! He's got a gun!
Dances with Smurfs,Intruder,You little bastard! You fucked my wife! You think I wouldn't find out?!
Dances with Smurfs,Gordon Stoltski,"Sir, please, I don't know you."
Dances with Smurfs,Intruder,"Yeah, right!"
Dances with Smurfs,Man,"All right, what the hell is going on around here? You sir need to leave this area- [two gun shots are heard and the man is heard falling with a thud]"
Dances with Smurfs,Gordon Stoltski,"Oh God, he shot him!"
Dances with Smurfs,Intruder,"Ya had to push me, didn't ya?! NOW YOU!"
Dances with Smurfs,Gordon Stoltski,"HAAAAAAAAAA! Sir, I truly don't know- [Gunshot] th-AAAAA! AAAA!"
Dances with Smurfs,Intruder,"There! How's it feel, huh?!"
Dances with Smurfs,Gordon Stoltski,"[shrieking] Please, I don't know you! Uughuh!"
Dances with Smurfs,Intruder,"You're Gordon Saltski, right?! Truck driver from Chicago?!"
Dances with Smurfs,Gordon Stoltski,"No, I'm Gordon Stoltski, third grader who reads the morning announcements!"
Dances with Smurfs,Intruder,"Yeah, right! We'll see if that's true. Go on, read the morning announcements!"
Dances with Smurfs,Gordon Stoltski,SOMEBODY HELP ME!
Dances with Smurfs,Intruder,I SAID DO IT! [smack]
Dances with Smurfs,Gordon Stoltski,"AAAAA! AAAAA! AAAAAAAAAA! AAA! Any, any interested students should fill out an applicant survey-- [smack] WAA! WAAAAAAAAAA!"
Dances with Smurfs,Intruder,I knew you were lyin'! That was terrible! Now put your mouth over the barrel of this gun!
Dances with Smurfs,Gordon Stoltski,No please! I'm so scared! [more softly] I'm so scared!
Dances with Smurfs,Intruder,DO IT!
Dances with Smurfs,Gordon Stoltski,"[freakout] Please! I'll duh, I'll do whatever you say! Here! Here I see! Here! [his voice gets muffled] I got my mouth on the ba- [the gun goes off and Gordon falls on the floor]"
Dances with Smurfs,Intruder,Look at you now. We're all dead. [shoots himself]
Dances with Smurfs,Scene Description,"His memorial service in the school gymnasium, day. Mr. Mackey presides over it."
Dances with Smurfs,Mr. Mackey,"We will always remember the way that Gordon bravely read the announcements every morning, led us in the Pledge of Allegiance, m'kay, and touched many kids' lives here at the school. And even though we now know the shooter had him confused with a forty-year-old truck driver who happened to have a similar name, I know this has been ...pretty traumatizing, m'kay. But now we must decide who will pick up where little Gordon left off. Who will take his place reading the morning announcements? It's a big responsibility, because it will be your voice the entire school listens to, m'kay? And although Gordon Stoltski can never be replaced, m'kay, there must be a student out there who has the drive and the passion to... have his or her voice heard every morning."
Dances with Smurfs,Cartman,Oh. My. Goodddd.
Dances with Smurfs,Scene Description,"Mr. Mackey's office, day. A sign on the door reads ""Morning Announcement Tryouts"" Cartman and another kid wait on chairs next to the door."
Dances with Smurfs,Cartman,"Soo, you're uuh, trying out to be the morning announcement person as well?"
Dances with Smurfs,Mike,"Yeah, I think it would be really fu-fu-fu-fun, and ru-ru-ru-rurrraise my self es-es-esesesteem."
Dances with Smurfs,Mr. Mackey,"[cracks the door open and looks out] Oh, this is it, huh? Okay, uhhh Mike, why don't we have you try out first, ituh m'kay. [Mike gets off the chair and enters the office.]"
Dances with Smurfs,Cartman,[cackles] He stutters like a bitch! I've got this job in the bag! [another boy walks up and sits in the chair to Cartman's right. Cartman notices immediately: the boy is well-dressed] Who are you?
Dances with Smurfs,Casey Miller,"My name is Casey Miller, and I'm in the third grade. [Cartman is awed] Ever since I can remember people have told me I should read their morning announcements. My friends always said to me, ""Dear Casey, your voice is like butter to our ears. Could you please find a way to get that audible chocolate on the airwaves?"" Well, here I am, and hopefully I'll be the kid with the job. [Cartman is mad now and gives him a hard look]"
Dances with Smurfs,Mr. Mackey,"M'kay, really nice, Mike, uh, maybe next time you can get past the first word. Oh, Casey Miller, good, you're trying out too?"
Dances with Smurfs,Casey,I'm tryin' out and dryin' out in the sultry summer sun that is my voice.
Dances with Smurfs,Mr. Mackey,"M'kay. Eric, you wanna go next? [Cartman gets off his chair and walks into the office, keeping his eyes on Casey until the door closes]"
Dances with Smurfs,Scene Description,"Mr. Mackey's office, inside. Mr. Mackey and Cartman sit on two chairs opposite each other."
Dances with Smurfs,Mr. Mackey,"M'kay Eric, I'm just gonna have you read this piece of paper."
Dances with Smurfs,Cartman,"Mr. Mackey, what's a moronic jizzrag?"
Dances with Smurfs,Mr. Mackey,What? What on earth are you askin' me that for?!
Dances with Smurfs,Cartman,Well it's just that... that's what that Casey kid said about your hairpiece? [Mr. Mackey opens his office door to yell at Casey]
Dances with Smurfs,Mr. Mackey,"Get lost, you little dirtball!"
Dances with Smurfs,Casey,Excuse me?
Dances with Smurfs,Mr. Mackey,I said take a hike!
Dances with Smurfs,Casey,I don't understand... what I did wrong.
Dances with Smurfs,Mr. Mackey,"Beat it, you're not gettin' the job! [Casey gets off his chair and walks away]"
Dances with Smurfs,Scene Description,"South Park Elementary, morning. The fourth grade class is shown as the intercom comes on."
Dances with Smurfs,Cartman,"Good morning South Park Elementary. These are the morning announcements. And I, am Eric Cartman. All forms for the school book drive must be handed in to Mr. Davis in the library by the end of the school day today. Hm, doesn't seem like they gave us a lot of notice on that, uh, 'kay. Oh well. [reads the next announcement] For lunch today, the cafeteria will be serving a selection of cold sandwiches. Cold sandwiches. Oh well, thank you so much! Remember when we used to be served hot food? I mean, what has happened to our school? This school is transforming into something very bad, and why? Because we have leadership that doesn't care! I'm talking of course about our student body president, Wendy Testaburger! [Wendy's mouth drops open] Ever since Wendy was elected student body president, this school has started a rapid decline towards some socialist regime where students no longer have a voice! The music room will be closed off today due to painting. All students in band and choir will meet in the gymnasium instead. Oh oh, so now, so now the school is using money to paint the music room. How old and outdated is our playground equipment? What other school has a fifteen-year-old merry-go-round on it? Our school president is turning this whole place into Communist Russia! [Clyde has gone to sleep, half the class is getting sleepy, Stan buries his head in his arms] It's not a coincidence that once Wendy took office this school started coming apart at the seams! Your teachers don't wanna tell you, but they are scared, and they should be, because the very fabric of this elementary school is tearing from all corners."
Dances with Smurfs,Butters,Oh jeez!
Dances with Smurfs,Cartman,"But hey, I'm just a normal kid, like you, except that I ask questions. And because I'm brave enough to ask questions, I come under scrutinies. Is Wendy using your lunch money to buy heroin? Probably not, but how can we know? I don't want my lunch money going to drugs! Who's taking these drugs? What would be the point? I'm asking questions!"
Dances with Smurfs,Kyle,Will somebody shut him up?
Dances with Smurfs,Scene Description,"The principal's office, after the announcements. Cartman walks into the office. Mr. Mackey stands to Principal Victoria's left."
Dances with Smurfs,Cartman,"You wanted to see me, Principal Victoria?"
Dances with Smurfs,Principal Victoria,"The job is to read what is written on the paper, Eric, not to embellish the way you do."
Dances with Smurfs,Cartman,Oohhhh I get it. You're trying to silence me! You're scared that somebody is standing up to this school and its president for once!
Dances with Smurfs,Principal Victoria,"No, it's just that the announcements need to be quick so the students can get on with their work."
Dances with Smurfs,Cartman,Oh really?! Then how come Gordon Stoltski got to go on for like five minutes that one day?!
Dances with Smurfs,Mr. Mackey,"Well, because he was being murdered."
